ATP,B365L,B365W,Best of,CBL,CBW,Comment,Court,Date,EXL,EXW,IWL,IWW,L1,L2,L3,L4,L5,LPts,LRank,Location,Loser,Lsets,PSL,PSW,Round,Series,Surface,Tournament,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,W1,W2,W3,W4,W5,WPts,WRank,Winner,Wsets
51.0,4.5,1.16,5.0,4.5,1.2,Completed,Outdoor,8/31/05,4.45,1.18,3.6,1.2,4.0,3,0,,,99.0,331.0,New York,El Aynaoui Y.,0.0,4.26,1.273,1st Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,,,715.0,51.0,Srichaphan P.,3.0
51.0,6.5,1.1,5.0,7.25,1.08,Completed,Outdoor,8/31/05,6.75,1.1,4.0,1.15,3.0,2,6,,,456.0,88.0,New York,Garcia-Lopez G.,0.0,9.0,1.1,1st Round,Grand Slam,Hard,US Open,,,,,,6.0,6,7,,,795.0,46.0,Ginepri R.,3.0
51.0,1.04,9.0,5.0,1.05,9.0,Completed,Outdoor,8/31/05,1.04,9.25,1.05,6.0,6.0,6,6,,,3370.0,3.0,New York,Roddick A.,0.0,1.055,15.75,1st Round,Grand Slam,Hard,US Open,,,,,,7.0,7,7,,,531.0,68.0,Muller G.,3.0
51.0,11.0,1.02,5.0,11.0,1.03,Completed,Outdoor,8/31/05,14.0,1.04,7.0,1.03,1.0,2,1,,,410.0,104.0,New York,Costa A.,0.0,30.5,1.027,1st Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,,,3335.0,4.0,Hewitt L.,3.0
51.0,1.57,2.25,5.0,1.6,2.3,Completed,Outdoor,8/31/05,1.73,2.03,1.65,1.95,6.0,5,4,,,685.0,55.0,New York,Carlsen K.,0.0,1.685,2.36,1st Round,Grand Slam,Hard,US Open,,,,,,7.0,7,6,,,436.0,95.0,Almagro N.,3.0
51.0,1.28,3.5,5.0,1.37,3.0,Completed,Outdoor,8/31/05,1.32,3.22,1.4,2.5,6.0,3,5,4.0,,516.0,70.0,New York,Kim K.,1.0,1.352,3.64,1st Round,Grand Slam,Hard,US Open,,,,,,3.0,6,7,6.0,,131.0,282.0,Lammer M.,3.0
51.0,2.0,1.72,5.0,2.0,1.77,Completed,Outdoor,8/31/05,2.1,1.7,1.8,1.8,6.0,3,4,6.0,,580.0,63.0,New York,Horna L.,1.0,2.2,1.769,1st Round,Grand Slam,Hard,US Open,,,,,,4.0,6,6,7.0,,818.0,44.0,Acasuso J.,3.0
51.0,4.0,1.22,5.0,4.4,1.2,Completed,Outdoor,8/31/05,3.89,1.23,2.9,1.3,2.0,4,7,2.0,,530.0,69.0,New York,Seppi A.,1.0,4.6,1.25,1st Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,6.0,,1391.0,17.0,Hrbaty D.,3.0
51.0,7.0,1.08,5.0,7.25,1.08,Completed,Outdoor,8/31/05,6.75,1.1,4.0,1.15,3.0,6,1,4.0,,453.0,90.0,New York,Burgsmuller L.,1.0,8.85,1.116,1st Round,Grand Slam,Hard,US Open,,,,,,6.0,3,6,6.0,,1190.0,27.0,Dent T.,3.0
51.0,4.0,1.22,5.0,4.65,1.18,Completed,Outdoor,8/31/05,4.25,1.2,3.2,1.25,6.0,4,7,1.0,1.0,547.0,67.0,New York,Calleri A.,2.0,4.47,1.265,1st Round,Grand Slam,Hard,US Open,,,,,,4.0,6,6,6.0,6.0,1420.0,15.0,Ferrer D.,3.0
51.0,1.5,2.5,5.0,1.5,2.55,Completed,Outdoor,8/31/05,1.6,2.3,1.45,2.35,4.0,2,5,,,188.0,209.0,New York,Philippoussis M.,0.0,1.617,2.52,1st Round,Grand Slam,Hard,US Open,,,,,,6.0,6,7,,,292.0,141.0,Kucera K.,3.0
51.0,1.53,2.37,5.0,1.5,2.55,Walkover,Outdoor,9/1/05,1.6,2.25,1.5,2.2,,,,,,1230.0,25.0,New York,Novak J.,,1.602,2.56,2nd Round,Grand Slam,Hard,US Open,,,,,,,,,,,665.0,58.0,Massu N.,
51.0,15.0,1.01,5.0,14.0,1.01,Completed,Outdoor,9/1/05,13.5,1.03,8.0,1.02,4.0,5,4,,,87.0,352.0,New York,Jenkins S.,0.0,48.87,1.017,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,7,6,,,4320.0,2.0,Nadal R.,3.0
51.0,4.33,1.19,5.0,4.4,1.2,Completed,Outdoor,9/1/05,4.25,1.2,3.2,1.25,7.0,2,3,4.0,,202.0,195.0,New York,Baker B.,1.0,4.7,1.244,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,6.0,,701.0,54.0,Malisse X.,3.0
51.0,4.0,1.22,5.0,3.85,1.25,Completed,Outdoor,9/1/05,4.25,1.2,3.2,1.25,7.0,6,3,2.0,,85.0,357.0,New York,Kuerten G.,1.0,3.79,1.324,2nd Round,Grand Slam,Hard,US Open,,,,,,5.0,7,6,6.0,,1350.0,20.0,Robredo T.,3.0
51.0,3.75,1.25,5.0,4.1,1.22,Completed,Outdoor,9/1/05,5.05,1.15,3.2,1.25,4.0,4,3,,,393.0,111.0,New York,Bjorkman J.,0.0,5.22,1.216,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,,,1220.0,26.0,Youzhny M.,3.0
51.0,1.9,1.8,5.0,2.0,1.77,Completed,Outdoor,9/1/05,1.9,1.85,1.85,1.75,3.0,2,6,2.0,,1460.0,14.0,New York,Johansson T.,1.0,2.0,1.909,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,6,4,6.0,,960.0,35.0,Grosjean S.,3.0
51.0,2.25,1.57,5.0,2.4,1.55,Completed,Outdoor,9/1/05,2.75,1.42,2.35,1.45,1.0,1,4,,,531.0,68.0,New York,Muller G.,0.0,2.64,1.575,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,,,795.0,46.0,Ginepri R.,3.0
51.0,1.39,2.75,5.0,1.4,2.85,Completed,Outdoor,9/1/05,1.38,2.9,1.35,2.7,6.0,4,3,7.0,1.0,1717.0,10.0,New York,Puerta M.,2.0,1.394,3.34,2nd Round,Grand Slam,Hard,US Open,,,,,,3.0,6,6,6.0,6.0,587.0,62.0,Wawrinka S.,3.0
51.0,7.0,1.08,5.0,7.25,1.08,Completed,Outdoor,9/1/05,6.75,1.1,5.0,1.1,6.0,6,6,,,440.0,94.0,New York,Karlovic I.,0.0,7.12,1.147,2nd Round,Grand Slam,Hard,US Open,,,,,,7.0,7,7,,,2190.0,7.0,Agassi A.,3.0
51.0,4.0,1.22,5.0,3.85,1.25,Completed,Outdoor,9/1/05,4.25,1.2,3.2,1.25,2.0,3,2,,,780.0,47.0,New York,Spadea V.,0.0,4.26,1.281,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,,,1765.0,8.0,Coria G.,3.0
51.0,1.61,2.2,5.0,1.7,2.1,Completed,Outdoor,9/1/05,1.75,2.0,1.65,1.95,2.0,2,6,,,1260.0,21.0,New York,Lopez F.,0.0,1.781,2.18,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,6,7,,,825.0,42.0,Soderling R.,3.0
51.0,3.25,1.33,5.0,3.0,1.37,Completed,Outdoor,9/1/05,3.1,1.35,2.9,1.3,6.0,2,0,,,420.0,98.0,New York,Schuettler R.,0.0,3.56,1.362,2nd Round,Grand Slam,Hard,US Open,,,,,,7.0,6,6,,,1055.0,31.0,Haas T.,3.0
51.0,3.5,1.28,5.0,3.2,1.33,Completed,Outdoor,9/1/05,3.1,1.35,2.9,1.3,6.0,7,4,4.0,,510.0,75.0,New York,Saulnier C.,1.0,3.26,1.407,2nd Round,Grand Slam,Hard,US Open,,,,,,7.0,5,6,6.0,,1360.0,19.0,Ljubicic I.,3.0
51.0,4.5,1.16,5.0,4.65,1.18,Completed,Outdoor,9/1/05,5.2,1.15,3.6,1.2,3.0,2,0,,,675.0,56.0,New York,Mello R.,0.0,5.75,1.19,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,,,965.0,34.0,Berdych T.,3.0
51.0,8.5,1.05,5.0,6.0,1.12,Retired,Outdoor,9/2/05,6.75,1.1,5.0,1.1,1.0,6,3,2.0,,159.0,236.0,New York,Galimberti G.,1.0,9.0,1.1,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,3,6,3.0,,1489.0,13.0,Gasquet R.,2.0
51.0,4.0,1.22,5.0,3.55,1.28,Completed,Outdoor,9/2/05,3.9,1.25,2.7,1.35,2.0,2,4,,,709.0,52.0,New York,Andreev I.,0.0,3.93,1.31,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,,,740.0,49.0,Blake J.,3.0
51.0,4.5,1.16,5.0,4.4,1.2,Completed,Outdoor,9/2/05,3.65,1.25,3.6,1.2,3.0,2,6,5.0,,436.0,95.0,New York,Almagro N.,1.0,4.66,1.246,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,6,4,7.0,,1190.0,27.0,Dent T.,3.0
51.0,1.3,3.39,5.0,1.4,2.85,Completed,Outdoor,9/2/05,1.3,3.35,1.45,2.35,4.0,5,3,,,2215.0,6.0,New York,Davydenko N.,0.0,1.313,3.89,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,7,6,,,715.0,51.0,Srichaphan P.,3.0
51.0,7.0,1.08,5.0,7.25,1.08,Completed,Outdoor,9/2/05,7.19,1.07,5.0,1.1,4.0,2,5,,,275.0,157.0,New York,Capdeville P.,0.0,7.25,1.144,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,6,7,,,770.0,48.0,Verdasco F.,3.0
51.0,4.0,1.22,5.0,3.55,1.28,Completed,Outdoor,9/2/05,3.35,1.3,3.6,1.2,6.0,7,4,6.0,,511.0,74.0,New York,Serra F.,1.0,4.09,1.295,2nd Round,Grand Slam,Hard,US Open,,,,,,7.0,6,6,7.0,,1055.0,32.0,Mirnyi M.,3.0
51.0,1.19,4.33,5.0,1.16,5.0,Completed,Outdoor,9/2/05,1.2,4.35,1.15,4.0,6.0,1,2,4.0,,1030.0,33.0,New York,Moya C.,1.0,1.217,5.2,2nd Round,Grand Slam,Hard,US Open,,,,,,3.0,6,6,6.0,,639.0,59.0,Sanguinetti D.,3.0
51.0,3.75,1.25,5.0,3.4,1.3,Completed,Outdoor,9/2/05,3.22,1.32,3.2,1.25,2.0,4,7,4.0,,399.0,108.0,New York,Phau B.,1.0,3.88,1.314,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,6,5,6.0,,667.0,57.0,Nieminen J.,3.0
51.0,8.5,1.05,5.0,9.0,1.05,Completed,Outdoor,9/2/05,8.5,1.05,6.0,1.05,6.0,6,2,,,818.0,44.0,New York,Acasuso J.,0.0,13.25,1.066,2nd Round,Grand Slam,Hard,US Open,,,,,,7.0,7,6,,,3335.0,4.0,Hewitt L.,3.0
51.0,1.28,3.5,5.0,1.33,3.2,Completed,Outdoor,9/2/05,1.26,3.59,1.3,2.9,3.0,7,6,3.0,,1230.0,24.0,New York,Ancic M.,1.0,1.35,3.66,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,5,7,6.0,,431.0,97.0,Djokovic N.,3.0
51.0,3.25,1.33,5.0,3.2,1.33,Completed,Outdoor,9/2/05,3.35,1.3,3.2,1.25,3.0,0,2,,,292.0,141.0,New York,Kucera K.,0.0,3.61,1.356,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,,,1420.0,15.0,Ferrer D.,3.0
51.0,6.5,1.1,5.0,6.0,1.12,Completed,Outdoor,9/2/05,6.75,1.1,4.0,1.15,1.0,1,3,,,131.0,282.0,New York,Lammer M.,0.0,10.0,1.091,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,,,1391.0,17.0,Hrbaty D.,3.0
51.0,7.5,1.07,5.0,7.25,1.08,Completed,Outdoor,9/2/05,5.5,1.13,4.0,1.15,6.0,2,1,3.0,,469.0,86.0,New York,Montanes A.,1.0,8.35,1.123,2nd Round,Grand Slam,Hard,US Open,,,,,,4.0,6,6,6.0,,1100.0,29.0,Rochus O.,3.0
51.0,1.83,1.83,5.0,1.88,1.88,Completed,Outdoor,9/2/05,1.95,1.8,1.65,1.95,2.0,6,6,7.0,0.0,358.0,122.0,New York,Murray A.,2.0,2.0,1.909,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,7,2,6.0,6.0,449.0,91.0,Clement A.,3.0
51.0,2.75,1.39,5.0,2.85,1.4,Completed,Outdoor,9/2/05,3.15,1.33,2.35,1.45,6.0,6,4,3.0,3.0,1390.0,18.0,New York,Stepanek R.,2.0,3.0,1.455,2nd Round,Grand Slam,Hard,US Open,,,,,,4.0,4,6,6.0,6.0,900.0,38.0,Kiefer N.,3.0
51.0,7.0,1.08,5.0,7.25,1.08,Completed,Outdoor,9/3/05,6.75,1.1,5.0,1.1,6.0,6,2,6.0,,413.0,103.0,New York,Wessels P.,1.0,8.05,1.129,2nd Round,Grand Slam,Hard,US Open,,,,,,7.0,1,6,7.0,,1700.0,11.0,Nalbandian D.,3.0
51.0,3.25,1.33,5.0,3.1,1.35,Completed,Outdoor,9/3/05,2.85,1.4,2.7,1.35,4.0,6,4,3.0,,302.0,138.0,New York,Tursunov D.,1.0,3.54,1.365,2nd Round,Grand Slam,Hard,US Open,,,,,,6.0,3,6,6.0,,1255.0,23.0,Gonzalez F.,3.0
51.0,15.0,1.01,5.0,14.0,1.01,Completed,Outdoor,9/3/05,33.0,1.01,8.0,1.02,5.0,5,6,,,509.0,76.0,New York,Santoro F.,0.0,46.0,1.017,2nd Round,Grand Slam,Hard,US Open,,,,,,7.0,7,7,,,6975.0,1.0,Federer R.,3.0
51.0,2.1,1.66,5.0,1.95,1.85,Completed,Outdoor,9/3/05,2.1,1.7,2.0,1.6,6.0,6,7,3.0,2.0,1360.0,19.0,New York,Ljubicic I.,2.0,1.943,1.962,3rd Round,Grand Slam,Hard,US Open,,,,,,3.0,7,6,6.0,6.0,1489.0,13.0,Gasquet R.,3.0
51.0,2.0,1.72,5.0,2.0,1.81,Completed,Outdoor,9/3/05,1.85,1.9,2.1,1.55,4.0,3,0,,,587.0,62.0,New York,Wawrinka S.,0.0,1.99,1.917,3rd Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,,,665.0,58.0,Massu N.,3.0
51.0,1.25,3.75,5.0,1.33,3.3,Completed,Outdoor,9/3/05,1.25,3.8,1.25,3.2,4.0,6,3,1.0,,4320.0,2.0,New York,Nadal R.,1.0,1.304,3.99,3rd Round,Grand Slam,Hard,US Open,,,,,,6.0,4,6,6.0,,740.0,49.0,Blake J.,3.0
51.0,2.62,1.44,5.0,2.45,1.55,Completed,Outdoor,9/3/05,2.7,1.45,2.5,1.4,2.0,7,1,4.0,,825.0,42.0,New York,Soderling R.,1.0,2.64,1.575,3rd Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,6.0,,1765.0,8.0,Coria G.,3.0
51.0,3.75,1.25,5.0,3.5,1.3,Completed,Outdoor,9/3/05,3.46,1.28,3.6,1.2,6.0,1,4,6.0,,965.0,34.0,New York,Berdych T.,1.0,3.56,1.362,3rd Round,Grand Slam,Hard,US Open,,,,,,3.0,6,6,7.0,,2190.0,7.0,Agassi A.,3.0
51.0,1.53,2.37,5.0,1.6,2.35,Completed,Outdoor,9/3/05,1.485,2.525,1.45,2.35,7.0,6,1,5.0,6.0,1220.0,26.0,New York,Youzhny M.,2.0,1.524,2.77,3rd Round,Grand Slam,Hard,US Open,,,,,,5.0,1,6,7.0,7.0,701.0,54.0,Malisse X.,3.0
51.0,1.44,2.62,5.0,1.45,2.75,Completed,Outdoor,9/4/05,1.35,3.0,1.5,2.2,4.0,5,7,6.0,,960.0,35.0,New York,Grosjean S.,1.0,1.448,3.03,3rd Round,Grand Slam,Hard,US Open,,,,,,6.0,7,6,7.0,,1350.0,20.0,Robredo T.,3.0
51.0,2.75,1.39,5.0,2.75,1.45,Completed,Outdoor,9/4/05,2.75,1.42,2.2,1.5,5.0,7,4,6.0,3.0,1055.0,31.0,New York,Haas T.,2.0,2.91,1.474,3rd Round,Grand Slam,Hard,US Open,,,,,,7.0,6,6,2.0,6.0,795.0,46.0,Ginepri R.,3.0
51.0,4.5,1.16,5.0,5.5,1.15,Completed,Outdoor,9/4/05,5.5,1.13,3.6,1.2,3.0,6,7,2.0,5.0,1190.0,27.0,New York,Dent T.,2.0,5.95,1.183,3rd Round,Grand Slam,Hard,US Open,,,,,,6.0,3,6,6.0,7.0,3335.0,4.0,Hewitt L.,3.0
51.0,1.66,2.1,5.0,1.73,2.1,Completed,Outdoor,9/4/05,1.75,2.0,1.7,1.9,7.0,5,5,5.0,,1420.0,15.0,New York,Ferrer D.,1.0,1.781,2.18,3rd Round,Grand Slam,Hard,US Open,,,,,,6.0,7,7,7.0,,1391.0,17.0,Hrbaty D.,3.0
51.0,2.75,1.39,5.0,2.65,1.47,Completed,Outdoor,9/4/05,2.6,1.45,2.5,1.4,1.0,6,7,4.0,4.0,431.0,97.0,New York,Djokovic N.,2.0,2.74,1.543,3rd Round,Grand Slam,Hard,US Open,,,,,,6.0,4,6,6.0,6.0,770.0,48.0,Verdasco F.,3.0
51.0,1.57,2.25,5.0,1.57,2.4,Completed,Outdoor,9/4/05,1.55,2.35,1.5,2.2,3.0,6,6,3.0,,1055.0,32.0,New York,Mirnyi M.,1.0,1.629,2.49,3rd Round,Grand Slam,Hard,US Open,,,,,,6.0,7,3,6.0,,667.0,57.0,Nieminen J.,3.0
51.0,2.62,1.44,5.0,2.85,1.42,Completed,Outdoor,9/4/05,2.85,1.4,2.35,1.45,4.0,7,4,1.0,,449.0,91.0,New York,Clement A.,1.0,2.94,1.467,3rd Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,6.0,,900.0,38.0,Kiefer N.,3.0
51.0,1.36,3.0,5.0,1.42,2.85,Completed,Outdoor,9/4/05,1.4,2.75,1.35,2.7,3.0,6,7,6.0,6.0,715.0,51.0,New York,Srichaphan P.,2.0,1.455,3.0,3rd Round,Grand Slam,Hard,US Open,,,,,,6.0,4,6,7.0,7.0,639.0,59.0,Sanguinetti D.,3.0
51.0,12.0,1.01,5.0,16.0,1.01,Completed,Outdoor,9/5/05,25.0,1.02,7.0,1.03,3.0,6,2,,,1100.0,29.0,New York,Rochus O.,0.0,49.4,1.016,3rd Round,Grand Slam,Hard,US Open,,,,,,6.0,7,6,,,6975.0,1.0,Federer R.,3.0
51.0,2.1,1.66,5.0,2.1,1.73,Completed,Outdoor,9/5/05,2.0,1.75,1.95,1.65,5.0,3,0,,,1255.0,23.0,New York,Gonzalez F.,0.0,2.31,1.709,3rd Round,Grand Slam,Hard,US Open,,,,,,7.0,6,6,,,1700.0,11.0,Nalbandian D.,3.0
51.0,4.33,1.19,5.0,4.55,1.2,Completed,Outdoor,9/5/05,4.45,1.2,3.2,1.25,4.0,6,7,2.0,2.0,665.0,58.0,New York,Massu N.,2.0,5.6,1.196,4th Round,Grand Slam,Hard,US Open,,,,,,6.0,2,6,6.0,6.0,1765.0,8.0,Coria G.,3.0
51.0,5.0,1.14,5.0,6.0,1.13,Completed,Outdoor,9/5/05,5.5,1.13,4.0,1.15,3.0,4,7,6.0,2.0,701.0,54.0,New York,Malisse X.,2.0,7.35,1.142,4th Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,4.0,6.0,2190.0,7.0,Agassi A.,3.0
51.0,3.75,1.25,5.0,4.25,1.22,Completed,Outdoor,9/5/05,3.74,1.25,3.2,1.25,6.0,5,2,3.0,,1350.0,20.0,New York,Robredo T.,1.0,4.01,1.302,4th Round,Grand Slam,Hard,US Open,,,,,,4.0,7,6,6.0,,740.0,49.0,Blake J.,3.0
51.0,2.62,1.44,5.0,2.95,1.4,Completed,Outdoor,9/6/05,2.6,1.45,2.0,1.6,3.0,6,7,4.0,0.0,1489.0,13.0,New York,Gasquet R.,2.0,2.93,1.469,4th Round,Grand Slam,Hard,US Open,,,,,,6.0,3,6,6.0,6.0,795.0,46.0,Ginepri R.,3.0
51.0,1.5,2.5,5.0,1.55,2.45,Completed,Outdoor,9/6/05,1.5,2.45,1.5,2.2,2.0,6,3,,,770.0,48.0,New York,Verdasco F.,0.0,1.613,2.53,4th Round,Grand Slam,Hard,US Open,,,,,,6.0,7,6,,,667.0,57.0,Nieminen J.,3.0
51.0,5.0,1.14,5.0,5.0,1.17,Completed,Outdoor,9/6/05,4.67,1.17,3.6,1.2,1.0,4,2,,,1391.0,17.0,New York,Hrbaty D.,0.0,5.5,1.2,4th Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,,,3335.0,4.0,Hewitt L.,3.0
51.0,11.0,1.02,5.0,12.0,1.03,Completed,Outdoor,9/6/05,20.0,1.03,6.0,1.05,4.0,7,3,4.0,,900.0,38.0,New York,Kiefer N.,1.0,19.5,1.043,4th Round,Grand Slam,Hard,US Open,,,,,,6.0,6,6,6.0,,6975.0,1.0,Federer R.,3.0
51.0,5.5,1.12,5.0,7.0,1.1,Completed,Outdoor,9/7/05,5.84,1.11,4.0,1.15,6.0,6,4,2.0,,639.0,59.0,New York,Sanguinetti D.,1.0,8.04,1.129,4th Round,Grand Slam,Hard,US Open,,,,,,4.0,7,6,6.0,,1700.0,11.0,Nalbandian D.,3.0
51.0,2.5,1.5,5.0,2.4,1.57,Completed,Outdoor,9/7/05,2.47,1.58,1.95,1.65,6.0,1,5,6.0,5.0,1765.0,8.0,New York,Coria G.,2.0,2.5,1.625,Quarterfinals,Grand Slam,Hard,US Open,,,,,,4.0,6,7,3.0,7.0,795.0,46.0,Ginepri R.,3.0
51.0,2.1,1.66,5.0,2.05,1.77,Completed,Outdoor,9/8/05,1.96,1.89,1.8,1.8,6.0,6,3,3.0,6.0,740.0,49.0,New York,Blake J.,2.0,1.704,2.26,Quarterfinals,Grand Slam,Hard,US Open,,,,,,3.0,3,6,6.0,7.0,2190.0,7.0,Agassi A.,3.0
51.0,7.5,1.08,5.0,9.0,1.06,Completed,Outdoor,9/8/05,7.69,1.1,5.0,1.1,6.0,1,6,3.0,1.0,667.0,57.0,New York,Nieminen J.,2.0,8.55,1.12,Quarterfinals,Grand Slam,Hard,US Open,,,,,,2.0,6,3,6.0,6.0,3335.0,4.0,Hewitt L.,3.0
51.0,8.0,1.07,5.0,8.0,1.08,Completed,Outdoor,9/9/05,7.4,1.11,5.0,1.1,2.0,4,1,,,1700.0,11.0,New York,Nalbandian D.,0.0,7.9,1.131,Quarterfinals,Grand Slam,Hard,US Open,,,,,,6.0,6,6,,,6975.0,1.0,Federer R.,3.0
51.0,3.2,1.36,5.0,3.1,1.37,Completed,Outdoor,9/10/05,3.0,1.41,2.35,1.45,4.0,7,3,6.0,3.0,795.0,46.0,New York,Ginepri R.,2.0,3.27,1.405,Semifinals,Grand Slam,Hard,US Open,,,,,,6.0,5,6,4.0,6.0,2190.0,7.0,Agassi A.,3.0
51.0,7.5,1.08,5.0,7.0,1.1,Completed,Outdoor,9/10/05,7.4,1.11,5.0,1.1,3.0,6,6,3.0,,3335.0,4.0,New York,Hewitt L.,1.0,8.86,1.116,Semifinals,Grand Slam,Hard,US Open,,,,,,6.0,7,4,6.0,,6975.0,1.0,Federer R.,3.0
51.0,6.0,1.12,5.0,6.5,1.11,Completed,Outdoor,9/11/05,6.41,1.13,5.0,1.1,3.0,6,6,1.0,,2190.0,7.0,New York,Agassi A.,1.0,6.96,1.152,The Final,Grand Slam,Hard,US Open,,,,,,6.0,2,7,6.0,,6975.0,1.0,Federer R.,3.0
52.0,2.87,1.36,3.0,3.0,1.37,Completed,Outdoor,9/12/05,2.6,1.45,,,3.0,6,,,,217.0,191.0,Beijing,Heuberger I.,0.0,3.1,1.435,1st Round,International,Hard,China Open,,,,,,6.0,7,,,,408.0,106.0,Koubek S.,2.0
52.0,2.87,1.36,3.0,3.0,1.37,Completed,Outdoor,9/12/05,3.1,1.35,,,3.0,4,,,,453.0,90.0,Beijing,Burgsmuller L.,0.0,3.08,1.439,1st Round,International,Hard,China Open,,,,,,6.0,6,,,,302.0,135.0,Tursunov D.,2.0
52.0,2.0,1.72,3.0,2.1,1.7,Completed,Outdoor,9/12/05,2.05,1.75,,,6.0,4,,,,420.0,98.0,Beijing,Arthurs W.,0.0,2.27,1.73,1st Round,International,Hard,China Open,,,,,,7.0,6,,,,371.0,115.0,Wessels P.,2.0
52.0,1.83,1.83,3.0,1.83,1.93,Completed,Outdoor,9/12/05,1.7,2.1,2.0,1.6,6.0,3,,,,715.0,55.0,Beijing,Srichaphan P.,0.0,1.8,2.15,1st Round,International,Hard,China Open,,,,,,7.0,6,,,,990.0,33.0,Moya C.,2.0
52.0,3.0,1.33,3.0,3.4,1.3,Completed,Outdoor,9/12/05,3.74,1.25,2.7,1.35,6.0,3,5,,,443.0,93.0,Beijing,Lee H.T.,1.0,3.46,1.376,1st Round,International,Hard,China Open,,,,,,4.0,6,7,,,1225.0,23.0,Ferrero J.C.,2.0
52.0,,,3.0,,,Completed,Outdoor,9/13/05,,,,,6.0,1,,,,37.0,574.0,Beijing,Gregorc L.,0.0,,,1st Round,International,Hard,China Open,,,,,,7.0,6,,,,71.0,401.0,Wang Y. Jr,2.0
52.0,2.87,1.36,3.0,3.2,1.33,Completed,Outdoor,9/13/05,3.35,1.3,2.9,1.3,4.0,3,,,,438.0,94.0,Beijing,Bjorkman J.,0.0,3.74,1.329,1st Round,International,Hard,China Open,,,,,,6.0,6,,,,1420.0,15.0,Johansson T.,2.0
52.0,,,3.0,,,Completed,Outdoor,9/13/05,,,,,5.0,6,,,,380.0,113.0,Beijing,Norman D.,0.0,,,1st Round,International,Hard,China Open,,,,,,7.0,7,,,,91.0,344.0,Hadad A.,2.0
52.0,1.83,1.83,3.0,1.85,1.9,Completed,Outdoor,9/13/05,1.65,2.15,1.8,1.8,6.0,6,4,,,241.0,172.0,Beijing,Okun N.,1.0,1.763,2.21,1st Round,International,Hard,China Open,,,,,,7.0,3,6,,,281.0,147.0,Udomchoke D.,2.0
52.0,6.5,1.08,3.0,6.0,1.12,Completed,Outdoor,9/13/05,4.92,1.15,4.0,1.15,3.0,6,,,,226.0,186.0,Beijing,Pless K.,0.0,6.94,1.151,1st Round,International,Hard,China Open,,,,,,6.0,7,,,,1915.0,9.0,Nalbandian D.,2.0
52.0,2.62,1.44,3.0,2.7,1.45,Completed,Outdoor,9/13/05,2.4,1.53,2.2,1.5,4.0,2,,,,450.0,91.0,Beijing,Schuettler R.,0.0,2.93,1.469,1st Round,International,Hard,China Open,,,,,,6.0,6,,,,912.0,36.0,Nieminen J.,2.0
52.0,10.0,1.03,3.0,,,Completed,Outdoor,9/13/05,,,7.0,1.03,2.0,1,,,,10.0,921.0,Beijing,Zeng S.X.,0.0,15.71,1.056,1st Round,International,Hard,China Open,,,,,,6.0,6,,,,2015.0,8.0,Coria G.,2.0
52.0,2.5,1.5,3.0,2.45,1.53,Completed,Outdoor,9/13/05,2.3,1.6,2.0,1.6,4.0,1,,,,271.0,151.0,Beijing,Karanusic R.,0.0,2.63,1.578,1st Round,International,Hard,China Open,,,,,,6.0,6,,,,433.0,95.0,Gimelstob J.,2.0
52.0,6.0,1.1,3.0,,,Completed,Outdoor,9/13/05,,,4.0,1.15,5.0,4,,,,136.0,270.0,Beijing,Healey N.,0.0,7.45,1.14,1st Round,International,Hard,China Open,,,,,,7.0,6,,,,1220.0,24.0,Youzhny M.,2.0
52.0,,,3.0,,,Completed,Outdoor,9/13/05,,,1.45,2.35,4.0,7,4,,,105.0,320.0,Beijing,Sun P.,1.0,,,1st Round,International,Hard,China Open,,,,,,6.0,5,6,,,62.0,443.0,Matsui T.,2.0
